index,Title,Opinion,Place,Gender,Age,Country,Date,Label
1832,"""Excelente lugar""","""Por fuera lo ves como un museo equis, pero entras, y te das cuenta que es grande y lleno de historia, obviamente de Diego Rivera, al principio está la casa de Diego, donde el nació, es de 3-4 pisos todos llenos de pinturas, tienen un espacio para exposiciones ajenas a Diego, y son muy buenas. Realmente lo recomiendo el precio fue de $25.00 mexicanos por persona.""",Casa de Diego Rivera,Female,-1,México,09/07/2015,4
1833,"""Excelente""","""Lugar mágico por su historia solo para caminar y contemplar sus paredes y escuchar historias de ahi parten algunas callejoneadas.""",Alhóndiga,Male,41,México,19/07/2015,4
1834,"""Visita corta y pintoresca, mientras se recorre Guanajuato""","""Es escuchar la historia (que algún vecino por una propina te relata), subir al balconcito, sacar unos fotos, si se puede dar unos besos, y listo. Es decir que forma parte de un recorrido general, no dura como para tomarlo aparte. Si van de noche, fíjense debajo del callejón: hay una puerta que nos encontramos por casualidad. Da entrada a un bar muy chiquito, donde éramos muy pocas personas y pudimos pedir canciones a un artista con su guitarra, mientras disfrutábamos tequilas. Cada tanto entraban los mariachis del lugar por un trago. Muy bueno para completar la visita al callejón.""",Callejón del Beso,Female,53,Argentina,03/04/2016,4
1835,"""Hermosa vista""","""Muchos vendedores, baños limpios, servicio tipo teleférico de $25 pesos. Y la mejor vista a la ciudad de Guanajuato, es un lugar que vale mucho la pena visitar.""",Monumento Pípila,Male,32,México,07/08/2016,4
1836,"""Interesante museo""","""Este museo muestra en forma resumida la historia de Guanajuato y de México en distintas épocas, fue bastante interesante pasar por sus salas.""",Alhóndiga,Female,34,México,03/06/2017,4
1837,Museo muy importante,Este lugar es muy recomendable conocer. Aqui conoceras la historia de la independencia mas a detalle. Hay un guia que su explicacion es muy amena y lo hace mas interesante.,Alhóndiga,Male,-1,México,2019,4
1838,"""Magia nocturna""","""Un lugar muy hermoso por dentro y por fuera. A bajo costo. Con descuento a estudiantes. Depende el guía a veces es más entretenido. Esta restringido el paso a algunos lugares pero si puedes pasar al interior del teatro.""",Teatro Juárez,Male,18,México,29/03/2016,4
1839,"""Uun lugar con mucha historia""","""Es un lugar maravilloso por dentro y por fuera, tiene mucha historia y en temporada del cervantino se hacen eventos muy bonitos,uno puede sentarse un rato a platicar y comer algo.""",Alhóndiga,Female,26,México,27/04/2012,4
1840,"""El lugar más romántico de Guanajuato""","""Guanajuato es un lugar en que la imaginación vuela en torno a las leyendas y relatos del lugar, este lugar encierra una de las leyendas más bellas y tristes de Guanajuato. De la Universidad sale la estudiantina que hace el recorrido por los lugares más representativos de la ciudad, para en el Callejón del Beso, hacen una pausa en la música para relatar la leyenda que ahí tuvo lugar, mientras te ofrecen un porrón de vino. Muy agradable si te gusta dar rienda suelta a la imaginación.""",Callejón del Beso,Female,57,México,13/08/2015,4
1841,"""Edificio Central un Bello Edificio""","""El edifico central de la Universidad de Guanajuato destaca por sus grandes escalinatas y su construcción elabroada en cantera gris, la visita es obligada si quieres tener una fotografía de un inmueble icono de la ciudad.""",Universidad de Guanajuato,Male,37,México,09/09/2012,4
1842,"""Lugar de historia""","""Sólo les puedo decir que es un gran edificio que tiene la historia de nuestro país y que cuenta con excelente seguridad . Además que su arquitectura permite hacer espectaculos al aire libre de varios tipos (artisticos, sociales y deportivos) y que en el Cervantino puedes disfrutar de excelentes atistas sin ningun costo.""",Alhóndiga,Male,61,México,03/02/2013,4
1843,"""Romántico""","""Es un lugar muy mágico te tienes que dar un beso con tu pareja o hay mala suerte te toman fotos o una pintura con la leyenda un lado y hay muchos recuerdos relacionados al bajar las escaleras por te puede subir.""",Callejón del Beso,Female,18,México,04/04/2012,4
1844,Los amantes de la pintura lo van a adorar,"Este lugar, que sirvió de hogar al artista mexicano Diego Rivera, recopila una colección de algunos de los trabajos de este pintor, desde sus inicios, hasta algunas obras interesantes. Recomendado ampliamente para los turistas fanáticos del arte.",Casa de Diego Rivera,Male,-1,México,2017,4
1845,"""Revives la película El eestudiante""","""Gracias al guía (Sr de bastón amarillo) nos descifro todos los símbolos y origen de su arquitectura, junto con parte de la historia de México. Contó algunas leyendas del lugar. No es solo una escalinata para tomar la foto del recuerdo, vale la pena dedicarle unos minutos.""",Universidad de Guanajuato,Male,39,México,14/09/2016,4
1846,Imperdible,Visita obligada en la ciudad de Guanajuato. Les recomiendo ir temprano si no la fila para compra de boletos será mínimo de 1 hora. Yo fui a las 10 am e ingrese rápido.,Museo de las Momias,Male,-1,México,2020,4
1847,"""¡Divino!""","""En la ciudad donde todos los años se hace el Festival de Teatros, este es un lugar al que hay que ir si o si. Super bien conservado es un lugar lindisimo para visitar.""",Teatro Juárez,Female,33,Argentina,23/10/2013,4
1848,"""Majestuoso, como estar en Florencia""","""Es espectacular la arquitectura y lo conservado lo contemplas desde el frente y entrar es transportarte al pasado.""",Teatro Juárez,Male,43,México,05/04/2014,4
1849,"""Imperdible""","""La mayor atracción de Guanajuato es este hermoso teatro. Por fuera su fachada tipo Partenón. En su interior madera tallada y pintada. Fierro forjado en diseños elegantes y bellos.  Tapices finos en los asientos. Esculturas hermosas. Escalera importante. Vitrales. Pisos bellos. Todo es hermoso.""",Teatro Juárez,Female,57,Perú,10/07/2016,4
1850,"""Personas deshidratas""","""El término de momias es personas deshidratas, y no como lo conocemos las de Egipto, es un museo muy chiquito que vale la pena visitar, da miedo pero es muy interesante.""",Museo de las Momias,Male,23,México,06/05/2013,4
1851,"""¡¡Lugar para entender parte de nuestra historia como país!!""","""Entender la importancia de la toma de la Alhóndiga, muy bien explicada por el guía y saber lo que sucedió fuera y dentro de la misma, bien vale la pena, una visita con tiempo.""",Alhóndiga,Male,58,México,18/07/2017,4
1852,"""Histórico lugar""","""Muy bien conservado el lugar. La platica histórica del Don fue muy interesante y divertida, vale la pena tomarse unos minutos para escucharlo.""",Alhóndiga,Male,29,México,28/12/2017,4
1853,"""Dice la leyenda""","""Mágico, la leyenda es romántica y trágica a la vez.. vayan con tiempo porque hay fila para pasar y tomar fotos.""",Callejón del Beso,Female,37,México,14/04/2017,4
1854,"""Solo si te gusta atrae la cultura""","""Esta lindo yo no soy de historia museos y demás pero me gustó, y repito si eres de los que les gusta admirar hasta la última pintura leer todo, etc. no es muy recomendable ir en un tour porque te dan poco tiempo para conocer los lugares.""",Casa de Diego Rivera,Female,27,México,16/01/2015,4
1855,"""Impresionante""","""No te imaginas lo que encontrarás adentro, no solo es el auditorio lo que ves, puedes recorrer las aulas de esta bonita universidad.""",Universidad de Guanajuato,Female,34,México,09/08/2016,4
1856,"""Vista espectacular de Guanajuato""","""Puedes llegar subiendo a pie por un as escaleras que están a un costado del teatro Juárez, o e teleférico , que sube por ahí mismo, o puedes llegar en taxi. El monumento en si es bastante común, pero la vista de la ciudad es maravillosa. Hay algunos puestos de artesanías. Puedes subir a la estatua, por dentro.""",Monumento Pípila,Female,33,México,18/10/2015,4
1857,Tal vez la construcción más representativa de la ciudad y de las más bellas del país,"Las escalinatas de este precioso monumento, dan la idea de que estás en un palacio ducal en Venecia, imponen a la vista y te hace sentir que haz viajado en el tiempo.",Universidad de Guanajuato,Male,-1,México,2019,4
1858,"""Muy bonito""","""Muy bello lugar, uno de los mas bonitos de México, lo malo es que ahí también cobran por entrar solo a mirar.""",Teatro Juárez,Female,22,México,02/08/2012,4
1859,"""Un mercado típico""","""El mercado Hidalgo es el típico mercado de México, donde encuentras artesanías, dulces tipicos del estado, te recomiendo el rollo de guayaba con cajeta, area de comida como en cualquier mercado con una comida tradicional, desde arroz, sopa aguada, guisados, y lo más interesante de éste lugar es que antiguamente fue la estación del tren, es una estructura monumental, desde afuera podras observar su gran arquitectura, y por dentro miles de colores y olores de un mercado tradicional.""",Mercado Hidalgo,Female,22,México,12/06/2017,4
1860,"""PARTE DE NUESTRA HISTORIA""","""Es la primera vez que visitaba este edificio, la verdad es que el aspecto exterior es un tanto sencillo y un poco descuidado, pero al entrar todo cambia.. para comenzar algo muy positivo es que si cuentas con cualquier tipo de credencial, ya sea estudiante, maestro o 3 edad , entrada es gratuita. El edificio cuenta con un gran patio adornado con arcos y columnas, al subir las escaleras te encontraras con grandes y hermosos murales, los cuales se encuentran en buen estado.. después vas ingresando a las diferentes salas, que te llevan desde los inicio prehipanicos vas avanzando con la conquista y después con lo mas importante q es la Guerra de Independencia.. en especial me gusto una sala la cual es relativamente pequeña y angosta pero la cual esta bordeada por un friso semicircular en el cual se muestran pequeñas fotos y relatos concretos de los hechos mas relevantes del paso a paso para poder llegar a la independencia estos te van envolviendo y te puedes ir imaginando la lucha y sacrificio de todos los participante...""",Alhóndiga,Female,29,México,30/08/2013,4
1861,"""Clásico""","""Para saber de la historia de la independencia nacional, el movimiento insurgente, y para abrir y clausurar el FIC.""",Alhóndiga,Female,26,México,31/07/2014,4
1862,"""Lindo""","""Es muy lindo ver el edificio por la noche todo iluminado. No entré pero por fuera es muy bonito. Es en pleno centro, se puede pasar mientras que pasean por el centro.""",Universidad de Guanajuato,Female,44,Argentina,29/04/2015,4
1863,"""Barroca""","""Hermoso e imponente edificio barroco, en el centro histórico, justo al llegar había un servicio fúnebre, igual nos dejaron pasar.""",Basilica Colegiata,Female,52,Argentina,08/06/2016,4
1864,"""¡Excelente historia!""","""Uno de los más famosos y románticos lugares de Guanajuato, es recomendable pasar por ahí cuando no hay tanta gente, para poder escuchar la historia con atención.""",Callejón del Beso,Female,21,México,21/05/2016,4
1865,"""Excelente""","""Lo mejor de todo es la vista. Es un buen lugar para aprender un poco de historia del país y aparte tomar increíbles fotos de la ciudad Guanajuato.""",Monumento Pípila,Female,27,México,16/09/2015,4
1866,"""Bien, pero debería ser gratis o cobrar menos""","""La atracción principal es que es la casa donde nació Diego Rivera, y vivió hasta los 6 años, me pareció caro el acceso, para ver una obra muy pequeña de el, lo mas interesante fue las fotografías del auditorio.""",Casa de Diego Rivera,Male,42,México,29/12/2015,4
1867,"""Interesante""","""Es un museo muy interesante, el acceso es un poco lento debido a la fila que se forma para comprar la entrada. No es muy amplio para la cantidad de personas que recibe.""",Museo de las Momias,Female,55,Perú,29/05/2016,4
1868,"""Genial""","""Se puede apreciar su vida y obra, como ese gran artista que fue. La casa se encuentra en muy buen estado y hay varias pinturas y dibujos auténticos. Hay una biblioteca donde encontré a una historiadora que te puede aclarar ciertas dudas sobre su obra.""",Casa de Diego Rivera,Female,29,Colombia,03/08/2015,4
1869,"""Visita obligada""","""El museo está bien, ésta es la mitad de las momias porque las dividieron en dos museos. Cobran el uso de cámara y dan descuentos de estudiante. Son impresionantes, no apto para personas temerosas o sensibles. Como nota cultural, no son momias, son cuerpos secos.""",Museo de las Momias,Female,22,México,31/03/2016,4
1870,"""Cuerpos deshidratados""","""Cuenta con una gran variedad de cuerpos deshidratados y conservados por las propiedades químicas de la tierra. El espacio destinado a la exposición de los cuerpos es reducido.""",Museo de las Momias,Male,31,México,20/06/2017,4
1871,"""Buen lugar""","""Hace falta espacio en el estacionamiento y un poco de ventilación en el lugar, ya que cuando hay mucha gente (que supongo, no son pocas veces) se vuelve un caos la entrada tanto al estacionamiento como a las salas.""",Museo de las Momias,Male,38,México,16/01/2015,4
1872,"""Tradicional aunque un poco descuidado""","""Es lo más tradicional de Guanajuato, en verdad todo a su alrededor es muy colonial y místico, solo que en la zona exacta del callejón esta muy oscuro y sucio, la historia es muy bueno de esta pareja que creo esta leyenda como para que no le pongan enfásis a este punto, no olvides ir a una callejoneada termina en el callejón del beso, no te vas a arrepentir.""",Callejón del Beso,Male,29,México,09/06/2015,4
1873,Una Experiencia Imperdible,"r a Guanajuato y perderse este museo es imperdonable. El precio de entrada es justo para la exhibición tan interesante de los tipos de momias y la mayoría con historia de su vida. Me parece exagerado qué te cobren por poder tomar fotos, pero bueno. Entiendo qué es un lugar turístico y al entrar te pasan a una sala audiovisual donde un video te explica de grosso modo la historia del museo y sus ocupantes, pero al salir de la sala te intercepta un guía para que te explique la historia de cada personaje por una propina, cosa que no creo necesario. Pero en general buena experiencia",Museo de las Momias,Male,-1,N/I,2018,4
1874,"""El amor de un pintor México""","""Refleja el amor que Diego tuvo a Mexico mediante la colección impresionante de figuritas prehispanicas, sus pininos como pintor cuando era niño mostrando su talento desde pequeño. Diego es grande entre los grnde Pintores en al historia de México.""",Casa de Diego Rivera,Female,38,México,17/05/2012,4
1875,"""MUY BONITA""","""Es una de las iglesias más representativas de Guanajuato y de las más bellas y antiguas y es visitada por cientos de personas por su belleza y misticismo.""",Basilica Colegiata,Female,40,México,15/08/2012,4
1876,"""Subir por funicular y bajar a pie""","""Se ve la ciudad de Guanajuato, con una vista espectacular. La recomendación es pagar un viaje sencillo por funicular, y luego bajar a pie por alguna callejuela que te lleva directo al centro. Hermoso paseo.""",Monumento Pípila,Male,41,México,15/02/2015,4
1877,"""Frida Kahlo""","""Podras darte una idea del tipo de vida que llevaban estos artistas ya que proyectan documentales y explican a detalle la historia. Podras ver cuadros originales y muebles y casa donde vivian.""",Casa de Diego Rivera,Female,27,México,26/05/2015,4
1878,"""Visita obligada""","""En la principal zona de Guanajuato, es lugar obligado de visita, muy concurrido, zona de reunión de las estudiantinas para las callejoneadas. A veces demasiada gente. Como todo en Guanajuato, se accede solo caminando. Suerte si se puede acceder a él.""",Teatro Juárez,Female,56,México,06/06/2017,4
1879,"""Mirador""","""Muy interesante ir en la noche para disfrutar de la ciudad. Tiendas artesanales y algún bocadillo. Muchas parejas y familias. Si tienes una buena cámara, llévatela. La vas a querer usar. Éstas son de celular y es que sí, Guanajuato lo hace fácil.""",Monumento Pípila,Male,54,México,15/11/2016,4
1880,"""El punto de reunión por excelencia en Guanajuato""","""Se vive un gran ambiente, a veces un poco ruidoso pero lo toleras, puedes sentarte en alguna terraza de los diversos bares o restaurantes mientras disfrutas de la bebida de tu preferencia.""",Jardín de la Unión,Male,35,México,01/05/2015,4
1881,"""Muy bueno""","""Lugar clave de Guanajato y parte importante de su historia, vale la pena visitar este lugar que es otro exponente de la increible historia mexicana.""",Alhóndiga,Female,21,Argentina,23/10/2013,4
1882,"""Romántico""","""Obviamente Guanajuato está lleno de callejones pero lo que lo hace interesante es su historia tan romántica y ya saben lleven pareja o ni suban porque serán 7 años de mala suerte.""",Callejón del Beso,Female,21,México,03/12/2013,4
1883,todo lindo!!,"nos encanta Guanajuato, es todo lindo, recorrer los callejones
de dia es un uen panorama y de noche con todo iluminado
es espectacular, falta limpieza y lugares donde comer pero
como panorama es muy lindo",Callejón del Beso,Female,-1,Chile,2018,4
1884,"""Lindo, pero deberían…""","""Un lugar muy lindo, muy clásico y con una arquitectura muy especial y espectacular. No me parece correcto que te quieran cobrar por tomar fotos con tu celular. Fuera de eso vale la pena. Otro inconveniente es que ponen lonas o mamparas para anunciar eventos y hacen que el exterior del teatro sea desagradable y salga mal en las fotos.""",Teatro Juárez,Male,36,México,08/08/2016,4
1885,"""UN BUEN ATRACTIVO""","""Es una visita obligada para todo aquel que visita Guanajuato. El recorrido resulta agradable y permite, si se desea, comprar alguna de las artesanias que ofrecen.""",Callejón del Beso,Male,62,México,17/11/2015,4
1886,"""Muy buena vista""","""La visita al Pípila es casi obligatoria al visitar Guanajuato tiene una magnífica vista de la ciudad y si es cuando se esta poniendo el sol mucho mejor el único pero es que hay mucho ambulante que te acosa.""",Monumento Pípila,Male,38,México,09/05/2016,4
1887,"""Iconico""","""Sin duda uno de los tantos sitios icónicos de la ciudad, no es complicado llegar, pienso que vale la pena darse una vuelta y más con alguien que les explique las particulares historias de algunas momias.""",Museo de las Momias,Female,34,México,21/10/2015,4
1888,"""Joya arquitectónica""","""En el centro de la ciudad de Guanajuato, se encuentra este maravilloso teatro construido entre 1873 y 1903 y que te transporta a al pasado, su nombre se debe Don Benito Juárez.""",Teatro Juárez,Male,65,México,29/04/2016,4
1889,"""Histórico Teatro Juárez""","""El recordar la historia de nuestro pais y el estar en este sitio es un gran iman para inculcar valores patrios a nuestros hijos.""",Teatro Juárez,Male,44,México,26/01/2012,4
1890,"""Impresionante""","""El saber que los cuerpos tienen más de 100 años y ver su gran estado de conservación realmente impresiona. Dicen que es debido al salitre de la tierra donde fueron enterrados. Hay momias también de bebés. Varios conservan aun sus ropas y hasta hay uno de una mujer que al parecer fue enterrada viva por la posición de su cuerpo.""",Museo de las Momias,Female,31,Perú,23/07/2016,4
1891,"""El corazón de la ciudad""","""Es el punto de encuentro y el corazón de la ciudad, donde todos se encuentran y todo confluye. Es ideal para encontrarse con la gente, tomar algo en la vereda de alguno de los bares que abundan en los alrededores o simplemente sentarse para ver como pasa la gente. """,Jardín de la Unión,Male,-1,Argentina,06/09/2016,4
1892,"""El callejón""","""Bueno la época de principio de siglo; laépoca de los abuelos, siempre encierra algo de romantico y éste lugar me traslada a esa época.""",Callejón del Beso,Male,65,México,13/03/2012,4
1893,"""Impactante""","""Es muy impactante e imponente el monumento, muy buena la reseña que se da en el mini museo pues la verdad le queda chico para la importancia del personaje. Pero es impresionante la vista desde allá arriba de toda la hermosa ciudad. Guanajuato es mágico.""",Monumento Pípila,Female,23,México,25/07/2012,4
1894,"""Un must""","""Si estás en Guanajuato tienes que venir al callejón, para tomarte una foto en los balcones a te cobran $20 pesos, pero vale la pena.""",Callejón del Beso,Female,33,México,04/04/2018,4
1895,"""Ubicada en una zona muy pintoresca del centro""","""Muchos de los elementos pertenecientes a su vida íntima como su dormitorio y una antigua cuna que perteneciera a su primeros años de vida, algunas obras que no había tenido la posibilidad de apreciar antes y recordatorios de Frida.""",Casa de Diego Rivera,Female,59,Argentina,29/11/2014,4
1896,Hay muchas momias para ver,"Hay muchas ejemplares para ver, desde bebes hasta muy muy viejos. Esta muy bien ambientado, puedes ver las momias desde todos sus angulos. El unico detalle es que la fila para entrar es inmensa y el recorrido no dura mas de una hora.",Museo de las Momias,Female,-1,N/I,2019,4
1897,"""Legado vivo de la pasión de la insurgencia mexicana""","""Los impactos de balas en las paredes externas (de más de doscientos años...), los apasionados murales en la escalera principal, los bustos de los héroes, todo nos recuerda que estamos en tierra sagrada para los que buscaron la libertad...y perdieron la vida en el intento. Imperdible para cualquier amante de la historia o visitante que quiera palpar lo que se siente ser mexicano...""",Alhóndiga,Male,47,Panamá,06/10/2014,4
1898,"""Un gigante que vigila""","""Imponente monumento en la cima, hay un cablecarril que desciende al pie de la ciudad. Desde arriba es una hermosa vista de un pueblo con tanta historia.""",Monumento Pípila,Female,22,Argentina,30/09/2015,4
1899,"""Gran arquitectura""","""Muy buen lugar para hacer fotos, para los fanaticos de Game of Thrones, no podran negar que este lugar recuerda a la septa de Baelor.""",Universidad de Guanajuato,Male,30,Panamá,02/01/2018,4
1900,"""Muy bonita vista""","""El interior se supone que es un museo pero no hay nada interesante, se puede subir a la vitrina pero la vista no es muy diferente a la de abajo y el calor es horrible.""",Monumento Pípila,Male,23,México,05/04/2015,4
1901,"""Excelente vista de la ciudad""","""Nosotros realizamos el ascenso en vehículo, y desde arriba y de noche pudimos tener una espectacular vista de la ciudad, algo que no se pueden perder si visitan la bellísima ciudad de Guanajuato.""",Monumento Pípila,Male,22,Chile,27/11/2016,4
1902,"""Buen monumento""","""Aconsejo subir al mirador, la vista es impresionante, aunque sí se padece de vértigo o fobia a las alturas no, puesto que para llagar a la punta hay que hacerlo por una escalera muy estrecha y algo incómoda.""",Monumento Pípila,Male,44,Estados Unidos,26/07/2016,4
1903,Hermoso Edificio,"Hermosa fachada en mármol. Estaba en remodelacion. Solo se puede mirar por fuera. Enormes escalinatas, creo que subir a estudiar toma un gran esfuerzo.",Universidad de Guanajuato,Male,-1,Estados Unidos,2020,4
1904,"""Top ten""","""Una vista panorámica inigualable. Si los llevan en tour esperen a comprar afuera de las tiendas a los artesanos locales. Ahí encontrarán al artista gráfico H.Baez un gran ilustrador y artista mexicano, autor de las imágenes del libro que en foto anexo.""",Monumento Pípila,Male,40,México,14/09/2015,4
1905,"""¡Parada obligada en Guanajuato!""","""Es un sitio muy emblemático del lugar, con sus historias de amor. No fue con el amor de mi vida para sellar el amor por siempre así que tengo que regresar con él. Es muy pintoresco y se llega con facilidad y es gratis.""",Callejón del Beso,Female,44,Venezuela,20/01/2016,4
1906,"""Una lección de historia""","""Un capitulo muy importante de la historia de México, la visita vale la pena hay unos murales muy interesantes y escuchar la historia de la Alhondiga por uno de los guias ayuda a entender la historia del lugar.""",Alhóndiga,Male,36,México,16/03/2015,4
1907,"""Grandiosa""","""Poder sentarte en las escaleras y disfrutar del paisaje es lo máximo,muy recomendable!si tienen la oportunidad no duden en visitarla.""",Universidad de Guanajuato,Female,32,México,03/01/2014,4
1908,"Hay muuchos callejones
lindos, no sólo éste","Linda historia, pero creo que el sitio está sobrevaluado. Si vas 
en temporada vacacional tienes que esperar en una fila
enooorme para tomarte la foto ahí. Lo que sí es que en la 
cuadra anterior a esos escalones hay unas tiendas de
artesanías a muy buen precio, las más económicas que vi
en todo mi recorrido por la ciudad",Callejón del Beso,Male,-1,N/I,2019,4
1909,"""Vista impresionante""","""Subir hasta el monumento y ver toda la ciudad de Guanajuato es simplemente impresionante. Me encantó estar ahí y poder disfrutar la vista.""",Monumento Pípila,Female,56,México,19/09/2013,4
1910,"""Un lugar con obras artísticas, no solamente de Diego Rivera, que se disfrutan enormemente""","""Este museo no sólo contiene pinturas u objetos de Diego Rivera, también incluye otras colecciones u obras de diferentes artistas que fueron seleccionadas sensiblemente para el gusto de diferentes personas. Lo único que no me pareció correcto es que no permiten sacar fotografías y no puede uno llevarse una memoria tan vívida de este recorrido que es realmente enriquecedor.""",Casa de Diego Rivera,Female,54,México,09/01/2016,4
1911,Lindo punto turístico,"Lleno de música y movimiento ,sus árboles muy bien cuidados,es un punto de reunión importante de donde parten las callejoneadas,muy alegre de noche con sus restaurantes y músicos",Jardín de la Unión,N/I,-1,México,2019,4
1912,"""La vista es bella""","""La vista de la ciudad de Guanajuato que se aprecia desde este lugar es maravillosa. Sin duda es una bella foto la que te llevarás. Está muy bien subir por el funicular, aunque también hay escaleras por si quieres hacer un poco de ejercicio.""",Monumento Pípila,Female,29,Venezuela,22/01/2018,4
1913,"""Histórico""","""Recomendado un guía, para enterarse de porque del monumento al Pípila, la historia es muy interesante y el lugar en una zona alta es ideal para ver el centro de Guanajuato y el pintoresco colorido de sus casas.""",Monumento Pípila,Male,67,México,30/04/2016,4
1914,"""Visita obliga""","""Es parte del recorrido que tienes que hacer durante tu visita a a Guanajuato! La universidad más importante en Guanajuato. Una cantidad de carreras que no creerías.""",Universidad de Guanajuato,Male,-1,México,25/11/2012,4
1915,Arquitectura muy novedosas,"Arquitectura muy novedosa, muy interesante. Frontis de piedras locales pulidas.Cerca de la plaza central",Universidad de Guanajuato,Male,-1,Chile,2018,4
1916,"""Punto turístico""","""Cuando visitas el estado de Guanajuato no puedes dejar de ir, es un paso obligado donde tomarse fotos desde el balcón donde además puedes comprar souvenirs.""",Callejón del Beso,Female,22,México,11/10/2016,4
1917,"""Cumpliendo con la tradición""","""Ya sea que vayas durante el día o en la noche, asegúrate de tener con quién pararte en el tercer escalón para el tradicional beso y además alguien que te pueda tomar una buena foto para el recuerdo.""",Callejón del Beso,Female,30,México,20/07/2015,4
1918,"""Agradable para un rico café""","""Buen servicio, y buena comida, agradable para comer al aire libre y cenar con una buena musica,hay varios restaurant donde puedes comer, existe una variedad de personas de muchas partes, muchos estudiantes de distintos paises con los cuales puedes aprender de ellos o conocer otras cosas y a la vez tomar un buen café.",Jardín de la Unión,Female,24,México,18/01/2013,4
1919,"""Muy acogedor""","""Lugar muy lindo para caminar, muchos restaurantes, sin embargo no son los mejores en cuanto a comida pero si para poder disfrutar una linda tarde en las terrazas.""",Jardín de la Unión,Female,-1,México,17/05/2017,4
1920,"""Muchos escalones pero la vista vale la pena""","""Es un lugar emblemático de Guanajuato, no puedes no verlo en tu visita, pero si planeas subir caminando son muchos escalones y algo cansado, puedes descansar. Algo que le agragaría puntos sería que el lugar necesita mejorar en limpieza. Pero la vista hace que todo valga la pena, si puedes visitarlo antes del anochecer sería lo mejor, puedes ver Guanajuato de día y de noche, pregunta por donde bajar que en la noche puede ser un poco peligroso, pero los locales pueden ayudarte todos son muy amables en Guanajuato.""",Monumento Pípila,Female,18,México,24/08/2015,4
1921,"""Lugar de diversión y aprendizaje""","""Su fachada muestra magnificencia y creo dentro de el ha de ser lo mismo, como casi todos los lugares públicos más populares, y que espero poder en otra oportunidad visitar mas a profundidad.""",Teatro Juárez,Female,56,México,24/03/2012,4
1922,"""Visita rápida""","""Temprano está vacío y evitas aglomeraciones, excelente atención, bien por permitir pasar bebidas, porque los espacios cerrados nos marean.""",Museo de las Momias,Female,23,México,31/07/2016,4
1923,"""Mercado popular""","""Mercado del pueblo, muy vistoso, se encuentran alimentos, frutas, artesanias, piñatas tipicas, esta ubicado en la zona historica del pueblo.""",Mercado Hidalgo,Male,50,Venezuela,28/11/2016,4
1924,"Un lugar romántico para 
llevar tu pareja","Nos tocó visitarlo en una Lunada y también durante el día. 
Es un luhmgar muy curioso con una historia muy interesante.
Muy recomendable.",Callejón del Beso,Male,-1,Estados Unidos,2019,4
1925,"""Sin novedad""","""Pues exactamente eso, muy bonito e histórico el lugar pero sin nada nuevo, ni una exposición o musiquita o algo novedoso para invitar a regresar.""",Alhóndiga,Female,32,México,02/10/2013,4
1926,"""Pintoresco, muy pintoresco""","""Es un clásico, dar la vuelta por la tarde antes de cenar y anotarse en alguna ""callejoneada"": músicos a los que se sigue a pie mientras cuentan historias y cantan.""",Jardín de la Unión,Female,-1,Argentina,02/04/2015,4
1927,"""Historia pura""","""Hay que ir con tiempo suficiente y recomendable tomar los servicios de un guía para saber los detalles del lugar.""",Alhóndiga,Male,47,México,16/01/2017,4
1928,"""Agradable""","""Sin importar la hora del día, noche y/o madrugada es un agradable lugar para disfrutar. Un ambiente lleno de vida y alegría.""",Jardín de la Unión,Female,-1,México,25/07/2017,4
1929,"""Hay que visitar este lugar""","""Visita obligada, cultura e historia. Sin duda inviertan su tiempo en recorrer este edificio en lugar de malgastar su dinero en el Museo de las Momias.""",Alhóndiga,Female,34,México,19/05/2015,4
1930,"""Tradicional pero…""","""La tradicional visita al ir a Guanajuato, para quienes visitan por primera vez es importante; pero para quienes han visitado en más de una ocasión, llega a ser tiempo que podrías dedicar a otra cosa. Es interesante también porque ves la inusual plantación y construcción de la ciudad de Guanajuato en callejones y callejuelas.""",Callejón del Beso,Male,30,México,27/06/2015,4
1931,"""Subir a la tarde y esperar a que la ciudad se ilumine""","""El mejor horario para subir en invierno es a las 17.3/ 18 donde la luz del sol va bajando y pronto anochecerá para que saquemos fotos con las lucés de la noche. Se puede subir caminando o por el funicular que tiene un costo de 18 pesos mexicanos por tramo (subida o bajada).""",Monumento Pípila,Female,45,Argentina,30/01/2015,4
1932,"""Bonito""","""Como la mayoría de los jardines de la región, son muy bonitos para caminar y descansar. En el kiosco toca una filarmonica el domingo lo que lo hace más atractivo.""",Jardín de la Unión,Male,-1,México,09/08/2016,4
1933,Visita obligada,"Callejón de historia y de amor, que algunos dicen que si no 
conoces este callejón, no conoces Guanajuato. Ten 
paciencia para esperar y tomarte la foto.",Callejón del Beso,Male,-1,México,2019,4
1934,"""Sencilla, ¡pero muy bonita!""","""Sin duda alguna, es el primero edificio en el que uno fija su mirada cuando sube al mirador que hay junto a la estatua del pípila. Su característico color amarillo la hace muy reconocible y, aunque el edificio sea algo básico, esta perfectamente cuidada tanto por fuera, como por dentro. Es especialmente bonita de noche, cuando se encuentra iluminada.""",Basilica Colegiata,Male,42,España,21/06/2017,4
